"taxon","genus","species","family","prediction","predicted_threat","prediction_binomial","accuracy_binomial","category","observed_threat","threat_binomial","confidence","mean_alt","total_flor_regions","mean_eoo","mean_aoo","pa_binomial","protected","II","IV","VI","trop_subtrop_moist_broad","trop_subtrop_grass_sav_shrub","desert_xeric","flooded_grass","montane_grass","hfp_delta_class1","hfp_delta_class2","hfp_delta_class3","hfp_delta_class4","hfp_delta_class5","hfp_2009_class1","hfp_2009_class2","hfp_2009_class3","hfp_2009_class4","hfp_2009_class5","hfp_2009_class6","hfp_2009_class7","hfp_2009_class8","hfp_2009_class9","hfp_2009_class10","hfp_quant_1to3","hfp_quant_1to4","sqrt_eoo","sqrt_aoo","sqrt_desert","new_pred","threatened",".lower",".upper"
"Gladiolus calcicola","Gladiolus","calcicola","Iridaceae","correct","T",0,1,"EN","T",1,"confident",1760,2,2707,18,0,"absent","absent","absent","absent",0.137953899570134,0.781717003275406,0.00773747289758652,0,0.0725916242568733,0.0117338337003058,0.0330868458863507,0.711085845448127,0.215038653817667,0.0290548211475494,0.00018031586474843,0.0015297348635506,0.0290686016649866,0.227956871316376,0.241130345528211,0.212732235952582,0.170162813473158,0.0872895351349212,0.0220210416468617,0.00792850455460482,0.0307786523932857,0.258735523709662,52.0288381573143,4.24264068711928,0.0879629063730077,"threatened",0.688431833,0.613172744,0.76675973
"Gladiolus lithicola","Gladiolus","lithicola","Iridaceae","correct","T",0,1,"EN","T",1,"confident",2425,1,39.5,30,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,6.28490254498827,5.47722557505166,0,"threatened",0.688431833,0.613172744,0.76675973
"Gladiolus longispathaceus","Gladiolus","longispathaceus","Iridaceae","correct","T",0,1,"VU","T",1,"confident",2700,1,6410,24,1,"present","present","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,80.0624756049924,4.89897948556636,0,"threatened",0.676011096,0.592079786,0.783250134
"Gladiolus negeliensis","Gladiolus","negeliensis","Iridaceae","correct","T",0,1,"EN","T",1,"confident",1600,1,45,12,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,6.70820393249937,3.46410161513775,0.148999812973919,"threatened",0.688431833,0.613172744,0.76675973
"Gnidia elkerensis","Gnidia","elkerensis","Thymelaeaceae","correct","T",0,1,"VU","T",1,"confident",1200,1,300,77,0,"absent","absent","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,17.3205080756888,8.77496438739212,0,"threatened",0.809763628,0.750174436,0.865468283
"Gymnosporia addat","Gymnosporia","addat","Celastraceae","correct","T",0,1,"VU","T",1,"confident",2600,4,59666,76,1,"present","present","absent","present",0.153772735116738,0.63469943529901,0,0,0.211527829584252,0.00943125513188191,0.0314816767313915,0.614523772011687,0.247397089107122,0.097166207017917,0,0,0.0410525809875058,0.193578670705634,0.200427983128153,0.175848951783099,0.146696784764254,0.134150255139728,0.0856234915970196,0.0226212818946073,0.0410525809875058,0.23463125169314,244.266248180136,8.71779788708135,0,"threatened",0.544530579,0.453918125,0.652144849
"Gymnosporia harenensis","Gymnosporia","harenensis","Celastraceae","correct","T",0,1,"EN","T",1,"confident",2325,1,54,36,1,"present","present","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,7.34846922834953,6,0,"threatened",0.705514983,0.619564133,0.788750784
"Habenaria aethiopica","Habenaria","aethiopica","Orchidaceae","over","T",2,0,"NT","NT",0,"confident",2125,5,92517.5,48,1,"present","present","absent","absent",0.349077155939986,0.23443757242887,0,0,0.416485271631144,0.0281380419988689,0.0945049029352917,0.287467342713505,0.351941900609553,0.237947811742781,0,3.80800884028215e-09,0.0340032547777665,0.0728613458783414,0.0798346126900384,0.144910851606456,0.151178687396703,0.287753909555873,0.188310665073286,0.0411466692135282,0.0340032585857754,0.106864604464117,304.166894977083,6.92820323027551,0,"over",0.851730924,0.793670644,0.907255617
"Habenaria decumbens","Habenaria","decumbens","Orchidaceae","correct","T",0,1,"EN","T",1,"confident",2250,2,3257,16,1,"present","present","absent","absent",0.189979596912983,0.570002388763641,0.0183731101138388,0,0.221644904209537,0.0266191998494901,0.0803969566439956,0.59752700530802,0.224583247079015,0.0708735911194796,0.000428171223626916,0.00363245047386722,0.0588893651454919,0.140221336235796,0.1800503205828,0.198136280573983,0.181452810980527,0.149803401278206,0.0670144664665402,0.0203713970391627,0.0629499868429861,0.203171323078782,57.0701322935211,4,0.135547445987886,"threatened",0.851730924,0.793670644,0.907255617
"Habenaria excelsa","Habenaria","excelsa","Orchidaceae","correct","T",0,1,"EN","T",1,"confident",3325,3,32937,12,1,"present","absent","absent","absent",0.220000940036219,0.426337259202455,0,0,0.353661800761325,0.0126969769897421,0.0458929099344072,0.446265567491449,0.301858890575458,0.193285655008943,0,4.12281145343424e-09,0.0802871492699894,0.137025950517539,0.142511115619584,0.132723937091504,0.120616414046936,0.199253382417255,0.149473885168536,0.0381081617458453,0.0802871533928009,0.21731310391034,181.485536613803,3.46410161513775,0,"threatened",0.851730924,0.793670644,0.907255617
"Habenaria gilbertii","Habenaria","gilbertii","Orchidaceae","correct","T",0,1,"EN","T",1,"confident",2100,1,50,8,0,"absent","absent","absent","absent",0.294629819748492,0.097515346326719,0,0,0.607854833924789,0.0274249475471714,0.0900886484503126,0.207448974652241,0.327100758000472,0.347936671349803,0,0,8.25517069583267e-06,0.000371257670600591,0.00712196129537506,0.0604718885648892,0.115582567786186,0.36812739227297,0.3425531562088,0.105763521030484,8.25517069583267e-06,0.000379512841296424,7.07106781186548,2.82842712474619,0,"threatened",0.851730924,0.793670644,0.907255617
"Habenaria montolivaea","Habenaria","montolivaea","Orchidaceae","correct","T",0,1,"VU","T",1,"confident",1800,6,103385,60,1,"present","present","absent","absent",0.246099770745483,0.346245336117363,0.00668017041961636,0,0.400974722717538,0.0340947213658189,0.0820727432764755,0.378155727339473,0.301033874163878,0.204642933854354,0.000155696872964115,0.00132087896122079,0.038730365301132,0.0786185350935613,0.102081385022567,0.174293162279938,0.167304191830941,0.262113192446454,0.140568691669114,0.0348139005221089,0.0402069411353169,0.118825476228878,321.535379079815,7.74596669241483,0.0817323095208765,"threatened",0.648854293,0.571401311,0.739644944
"Habenaria platyanthera","Habenaria","platyanthera","Orchidaceae","correct","T",0,1,"EN","T",1,"confident",2000,1,112689,18,0,"absent","absent","absent","absent",0.208939151719323,0.386744309915332,0,0,0.404316538365345,0.0486378356058628,0.0708329579516687,0.282465695304634,0.321789201102817,0.276274310035017,0,0,0.034972435774538,0.0474542542759659,0.0774137437585838,0.240801248407468,0.182840677927456,0.332216996157976,0.0758567311721663,0.00844391252584521,0.034972435774538,0.0824266900505039,335.691822956711,4.24264068711928,0,"threatened",0.581348133,0.448150427,0.681858817
"Habenaria rivae","Habenaria","rivae","Orchidaceae","correct","T",0,1,"EN","T",1,"confident",1950,3,69142,16,0,"absent","absent","absent","absent",0.280742460316479,0.496911771046173,0.0105175420154606,0,0.211828226621887,0.0205228846560342,0.0718162244957773,0.452093212047469,0.321004850789447,0.134562828011273,0.000245205551240643,0.00208023994086869,0.0580549297368461,0.126469404513022,0.154479833247953,0.19393756881585,0.175218229295515,0.194108476695416,0.0799425154886384,0.0154635967146499,0.0603803752289554,0.186849779741977,262.948664191321,4,0.102555068209526,"threatened",0.648858265,0.571401311,0.739644944
"Habenaria taeniodema","Habenaria","taeniodema","Orchidaceae","correct","T",0,1,"CR","T",1,"confident",2300,1,4,4,0,"absent","absent","absent","absent",0.294629819748492,0.097515346326719,0,0,0.607854833924789,0.0274249475471714,0.0900886484503126,0.207448974652241,0.327100758000472,0.347936671349803,0,0,8.25517069583267e-06,0.000371257670600591,0.00712196129537506,0.0604718885648892,0.115582567786186,0.36812739227297,0.3425531562088,0.105763521030484,8.25517069583267e-06,0.000379512841296424,2,2,0,"threatened",0.844228498,0.794170433,0.901637366
"Habenaria vollesenii","Habenaria","vollesenii","Orchidaceae","correct","T",0,1,"EN","T",1,"confident",1387.5,2,1092,12,1,"present","present","absent","absent",0.139760523597119,0.70026007144642,0.0108751546021508,0,0.149104250354311,0.0167480278460154,0.047709542960037,0.685659423202834,0.222302134542417,0.0275808714486969,0.000253437127640894,0.00215006932646382,0.104897135844853,0.204042376477689,0.231026588777752,0.199529505283849,0.154394028334909,0.0771759197647446,0.0185730023230295,0.00795793673906912,0.107300642298957,0.311343018776646,33.0454232837166,3.46410161513775,0.104284009331013,"threatened",0.851730924,0.793670644,0.907255617
"Haplocarpha hastata","Haplocarpha","hastata","Asteraceae","correct","T",0,1,"VU","T",1,"confident",2900,5,71427.5,52,1,"present","present","absent","absent",0.158168304598404,0.643183832009708,0.00464320429939686,0,0.194004659092491,0.0132095189163555,0.0409333066920221,0.623707214235338,0.239122263171146,0.0830276969851384,0.000108206310965149,0.000917983376396316,0.0473490277025962,0.188528547692101,0.202282081414751,0.183146932856975,0.153977316009483,0.128790516614587,0.0736544685036254,0.0212449195185196,0.0483752173899577,0.236903765082058,267.259237445593,7.21110255092798,0.0681410617718631,"threatened",0.635782624,0.56211416,0.699078499
"Helichrysum elephantinum","Helichrysum","elephantinum","Asteraceae","over","T",2,0,"LC","NT",0,"confident",2895,6,99683,3762,1,"present","present","absent","absent",0.194195070709656,0.49501139661555,0.0103811682239245,0,0.30041236445087,0.0260026618066242,0.0702370222737539,0.495604742622127,0.27068956607065,0.137466007226846,0.000228521042717113,0.00127473817351728,0.0673897215404219,0.120052736983758,0.14742134171374,0.183845991551276,0.159431837208691,0.196192313301737,0.0980906526257842,0.0260721458583574,0.0688929807566562,0.188945717740414,315.726147159211,61.3351449007826,0.101888018058673,"over",0.730205246,0.673610985,0.789567911
"Helichrysum gofense","Helichrysum","gofense","Asteraceae","over","T",2,0,"LC","NT",0,"confident",3825,3,21907,156,1,"present","present","absent","absent",0.158365453417264,0.591057299298352,0.0113925046359917,0,0.239184742648392,0.0153787722882014,0.0574983816619552,0.598934225221107,0.266401689685428,0.061786931143308,0.000232571604549032,0.000342563573381172,0.10630587482761,0.168068820769398,0.195140335239887,0.195887708203246,0.154495885943169,0.125150305821813,0.0484076717256382,0.00596826229130976,0.10688101000554,0.274949830774938,148.010134788129,12.4899959967968,0.106735676491001,"over",0.730205246,0.673610985,0.789567911
"Helichrysum harennense","Helichrysum","harennense","Asteraceae","correct","T",0,1,"EN","T",1,"confident",3350,3,7428,452,1,"present","present","absent","absent",0.188501680437826,0.435303424728225,0,0,0.376194894833949,0.0154218290525072,0.0526965232537305,0.492711369449017,0.275227804182424,0.163942474062321,0,0,0.0747803091434141,0.12936310812018,0.143987068804481,0.138751754426352,0.129689647042018,0.191066149616615,0.151134668415147,0.0412272944317924,0.0747803091434141,0.204143417263594,86.185845705661,21.2602916254693,0,"threatened",0.741365544,0.684678701,0.792313375
"Helichrysum hedbergianum","Helichrysum","hedbergianum","Asteraceae","correct","T",0,1,"VU","T",1,"confident",2462.5,5,71122,44,1,"present","present","absent","absent",0.301574268088474,0.230346273045118,0,0,0.468079458866408,0.0351282771036197,0.0894958508077679,0.281143115965637,0.322482372404324,0.271750383718651,0,3.74699560323828e-09,0.0359929620175002,0.0675098965093268,0.071150650660032,0.147331885464596,0.142566598266049,0.306967217229104,0.186685118799278,0.0417956673071177,0.0359929657644958,0.103502862273823,266.687082551818,6.6332495807108,0,"threatened",0.741365544,0.684678701,0.792313375
"Helichrysum horridum","Helichrysum","horridum","Asteraceae","correct","NT",0,1,"LC","NT",0,"low_confidence",3450,3,25984,76,1,"present","present","absent","absent",0.275555203913672,0.240767512428093,0.00148918758370852,0,0.482188096074526,0.0343281652805886,0.0828007753618423,0.283878806472351,0.334885407872199,0.264106845013019,0,0,0.0136855252621756,0.0199061572734591,0.0494327620039511,0.163343344079018,0.190672139850614,0.339030968356519,0.176458776802729,0.0474703263715343,0.0136855252621756,0.0335916825356348,161.195533436879,8.71779788708135,0.0385899933105529,"not_threatened",0.417858786,0.325952426,0.495535375
"Helichrysum sclerochlaenum","Helichrysum","sclerochlaenum","Asteraceae","correct","T",0,1,"EN","T",1,"confident",2825,2,19640,12,0,"absent","absent","absent","absent",0.252870249560485,0.238465084299022,0,0,0.508664666140492,0.0377569446715257,0.080709928385935,0.243986787887033,0.324513699112471,0.313032639943035,0,0,0.0170473235718319,0.0233161797546925,0.0413772039106353,0.148351662780251,0.148359413101483,0.350627205363169,0.212584183675856,0.0583368278420813,0.0170473235718319,0.0403635033265244,140.142784330839,3.46410161513775,0,"threatened",0.586261688,0.518677954,0.65244556
"Herniaria abyssinica","Herniaria","abyssinica","Caryophyllaceae","correct","T",0,1,"EN","T",1,"confident",3600,1,17960,32,1,"present","present","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,134.014924542008,5.65685424949238,0,"threatened",0.667494045,0.587897605,0.741699745
"Hibiscus boranensis","Hibiscus","boranensis","Malvaceae","correct","T",0,1,"VU","T",1,"confident",1475,1,4015.5,30,1,"present","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,63.3679729832034,5.47722557505166,0.148999812973919,"threatened",0.698248922,0.618747461,0.771150794
"Hirpicium beguinotii","Hirpicium","beguinotii","Asteraceae","correct","T",0,1,"EN","T",1,"confident",2015,1,588,20,1,"present","present","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,24.2487113059643,4.47213595499958,0.148999812973919,"threatened",0.713867301,0.642985045,0.774025765
"Holothrix unifolia","Holothrix","unifolia","Orchidaceae","correct","T",0,1,"VU","T",1,"confident",2700,2,12466,28,1,"present","absent","absent","absent",0.252870249560485,0.238465084299022,0,0,0.508664666140492,0.0377569446715257,0.080709928385935,0.243986787887033,0.324513699112471,0.313032639943035,0,0,0.0170473235718319,0.0233161797546925,0.0413772039106353,0.148351662780251,0.148359413101483,0.350627205363169,0.212584183675856,0.0583368278420813,0.0170473235718319,0.0403635033265244,111.651242715878,5.29150262212918,0,"threatened",0.647816632,0.564779867,0.733731263
"Huernia boleana","Huernia","boleana","Apocynaceae","correct","T",0,1,"EN","T",1,"confident",2050,1,2529,16,0,"absent","absent","absent","absent",0.294629819748492,0.097515346326719,0,0,0.607854833924789,0.0274249475471714,0.0900886484503126,0.207448974652241,0.327100758000472,0.347936671349803,0,0,8.25517069583267e-06,0.000371257670600591,0.00712196129537506,0.0604718885648892,0.115582567786186,0.36812739227297,0.3425531562088,0.105763521030484,8.25517069583267e-06,0.000379512841296424,50.2891638427206,4,0,"threatened",0.706411551,0.62123247,0.781693064
"Huernia delicata","Huernia","delicata","Apocynaceae","correct","T",0,1,"VU","T",1,"confident",1750,1,11095,36,1,"present","absent","absent","present",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,105.332805905853,6,0,"threatened",0.724817963,0.649889188,0.791702663
"Hybanthus puberulus","Hybanthus","puberulus","Violaceae","correct","T",0,1,"EN","T",1,"confident",1475,1,84,12,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,9.16515138991168,3.46410161513775,0.148999812973919,"threatened",0.663738941,0.579894307,0.737691458
"Hyparrhenia arrhenobasis","Hyparrhenia","arrhenobasis","Poaceae","correct","NT",0,1,"LC","NT",0,"confident",2500,10,281817,180,1,"present","present","absent","absent",0.228291273143901,0.51168265434903,0.00308486137535746,0,0.256941211131711,0.0198143115349227,0.0591026963940068,0.496625399995002,0.2935763416287,0.130881250447368,5.55682167609924e-05,8.18499337522215e-05,0.0430212245396072,0.145144668964716,0.159125249685387,0.18985127439984,0.167909170049806,0.19135476850238,0.0863199571358808,0.017136268571871,0.0431586426901205,0.188303311654836,530.864389463072,13.4164078649987,0.0555415283851413,"not_threatened",0.352141499,0.275127182,0.422652544
"Hyparrhenia claytonii","Hyparrhenia","claytonii","Poaceae","correct","T",0,1,"CR","T",1,"confident",2100,1,4,4,0,"absent","absent","absent","absent",0.294629819748492,0.097515346326719,0,0,0.607854833924789,0.0274249475471714,0.0900886484503126,0.207448974652241,0.327100758000472,0.347936671349803,0,0,8.25517069583267e-06,0.000371257670600591,0.00712196129537506,0.0604718885648892,0.115582567786186,0.36812739227297,0.3425531562088,0.105763521030484,8.25517069583267e-06,0.000379512841296424,2,2,0,"threatened",0.661457339,0.591895243,0.738977336
"Hyparrhenia tuberculata","Hyparrhenia","tuberculata","Poaceae","correct","T",0,1,"VU","T",1,"confident",2724,2,16927,44,1,"present","absent","absent","absent",0.320305467288273,0.163920542057249,0,0,0.515773990654478,0.0182280811409656,0.0688103990756221,0.212407569856361,0.35968589379847,0.340868056128582,0,7.75563597434544e-09,0.0300558361423656,0.0486907714109664,0.0461269983380126,0.0833460582227698,0.113793957534084,0.333344985207572,0.273127803339853,0.0715135820487405,0.0300558438980015,0.0787466153089679,130.103804709932,6.6332495807108,0,"threatened",0.649026118,0.573603367,0.723735321
"Impatiens rothii","Impatiens","rothii","Balsaminaceae","over","T",2,0,"LC","NT",0,"low_confidence",2650,11,248852,180,1,"present","present","absent","absent",0.21523864596081,0.526161449702347,0.00289384271841635,0.000823366611922881,0.254882695006504,0.0244307245170171,0.0658374942911071,0.523791120843896,0.270801561462803,0.115139098885177,0.000923723117346763,0.00463902137250372,0.0503235899128617,0.153421152974381,0.165215629553026,0.195908469758729,0.16163200832705,0.173944955894779,0.077233587455516,0.0167578616338057,0.0558863344027122,0.209307487377094,498.85067906138,13.4164078649987,0.0537944487695185,"over",0.457692184,0.382288679,0.536454109
"Indigofera curvirostrata","Indigofera","curvirostrata","Fabaceae","correct","T",0,1,"CR","T",1,"confident",900,1,8,8,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2.82842712474619,2.82842712474619,0.148999812973919,"threatened",0.62272246,0.531338328,0.743135627
"Indigofera dembianensis","Indigofera","dembianensis","Fabaceae","under","NT",1,0,"EN","T",1,"low_confidence",1750,3,23194,20,0,"absent","absent","absent","absent",0.275555203913672,0.240767512428093,0.00148918758370852,0,0.482188096074526,0.0343281652805886,0.0828007753618423,0.283878806472351,0.334885407872199,0.264106845013019,0,0,0.0136855252621756,0.0199061572734591,0.0494327620039511,0.163343344079018,0.190672139850614,0.339030968356519,0.176458776802729,0.0474703263715343,0.0136855252621756,0.0335916825356348,152.295764878739,4.47213595499958,0.0385899933105529,"under",0.414139503,0.33461087,0.512359816
"Indigofera mooneyi","Indigofera","mooneyi","Fabaceae","correct","T",0,1,"EN","T",1,"confident",1825,3,9393,20,0,"absent","absent","absent","absent",0.259852956805927,0.40820323420669,0.0106283912325577,0,0.321315417754825,0.0358331590496266,0.100107136345395,0.474351506352583,0.249937558034603,0.139770640217792,0.000247686496781833,0.00210128304509701,0.0486746192188921,0.11844047423264,0.132391200600364,0.159147730844697,0.152942001652872,0.204735342250807,0.138269956236636,0.0430497054212123,0.051023588760771,0.169464062993411,96.917490681507,4.47213595499958,0.103094089222213,"threatened",0.648824318,0.569147551,0.747159726
"Indigofera rothii","Indigofera","rothii","Fabaceae","under","NT",1,0,"EN","T",1,"low_confidence",2475,2,1202,28,1,"present","absent","absent","absent",0.164393928870015,0.644761168474673,0,0,0.190844902655311,0.00961568007493756,0.0307960215070051,0.59999339431337,0.247235665352927,0.112359238751761,0,0,0.00484000326205023,0.191532378287357,0.192483747237615,0.173682699064577,0.151401911437294,0.152376328244195,0.103362558368626,0.0303203740982865,0.00484000326205023,0.196372381549407,34.6698716467194,5.29150262212918,0,"under",0.35696055,0.263015833,0.464285697
"Indigofera sparsa","Indigofera","sparsa","Fabaceae","under","NT",1,0,"EN","T",1,"low_confidence",1550,3,139,8,0,"absent","absent","absent","absent",0.313795128281561,0.368901207804139,0.00155842307293067,0,0.315745240841369,0.032200337820441,0.0824272658209451,0.326221509750606,0.379311982338015,0.179838904269993,0,0,0.0246115705872534,0.0467696489928839,0.0921639876106482,0.236002209106536,0.234526709906014,0.294438619736684,0.0659853611100137,0.00550189294996685,0.0246115705872534,0.0713812195801374,11.7898261225516,2.82842712474619,0.0394768675673574,"under",0.383296253,0.296929497,0.466208066
"Inula arbuscula","Inula","arbuscula","Asteraceae","under","NT",1,0,"VU","T",1,"low_confidence",3400,4,35722,264,1,"present","present","absent","absent",0.195443068635633,0.412292047808883,0,0,0.392264883555484,0.0320187405311637,0.0662367128722584,0.440959735213015,0.290660486731743,0.170124324651819,0,0,0.0625855091060096,0.106815158097662,0.126753091832816,0.181257253521059,0.156430599241024,0.223345039297692,0.113682385745312,0.029130963158425,0.0625855091060096,0.169400667203672,189.002645484131,16.2480768092719,0,"under",0.385698712,0.314478729,0.447913893
"Ipomoea sidamensis","Ipomoea","sidamensis","Convolvulaceae","correct","T",0,1,"EN","T",1,"confident",1500,1,585,16,1,"present","present","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,24.1867732448956,4,0.148999812973919,"threatened",0.664585134,0.589839572,0.73924826
"Ipomoea sofomarensis","Ipomoea","sofomarensis","Convolvulaceae","correct","T",0,1,"CR","T",1,"confident",1400,1,4,4,1,"present","absent","absent","present",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,2,2,0,"threatened",0.664585134,0.589839572,0.73924826
"Isoglossa parvifolia","Isoglossa","parvifolia","Acanthaceae","over","T",2,0,"NT","NT",0,"low_confidence",1235,3,61807,64,1,"present","present","absent","present",0.129477789625869,0.766415753136893,0.00567695567168198,0,0.0984295015655558,0.0103177597914149,0.0295686731368766,0.711239527850758,0.22068665021501,0.0281873890059401,0.000132297092942845,0.00112236089543988,0.0578892984786375,0.230438475631884,0.243997091794452,0.20634881873627,0.159030323637659,0.0765804751293447,0.0185912563309689,0.00586960227240136,0.0591439564670202,0.289582432098904,248.610136559232,8,0.0753455749973546,"over",0.460820066,0.389972639,0.531571013
"Isolepis omissa","Isolepis","omissa","Cyperaceae","correct","T",0,1,"EN","T",1,"confident",3600,2,201,12,1,"present","absent","absent","present",0.14486232798992,0.597093840993311,0,0,0.258043831016769,0.0223189513242473,0.0390715121735144,0.550029453945845,0.268453051617401,0.120127030938992,0,0,0.0987420787581548,0.165756702469776,0.186155982072654,0.208368667002616,0.148886073101635,0.154508296819203,0.0342779554134912,0.00330424436247057,0.0987420787581548,0.264498781227931,14.1774468787578,3.46410161513775,0,"threatened",0.579062178,0.484266221,0.683541887
"Jatropha horizontalis","Jatropha","horizontalis","Euphorbiaceae","correct","T",0,1,"VU","T",1,"confident",1385,1,1622,28,1,"present","present","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,40.2740611312045,5.29150262212918,0.148999812973919,"threatened",0.677797094,0.609282885,0.736089842
"Justicia dallarii","Justicia","dallarii","Acanthaceae","over","T",2,0,"LC","NT",0,"confident",1800,4,48011,28,1,"present","absent","absent","absent",0.251655844859091,0.551916051708879,0.0171844405412639,0.00270468659746146,0.176538976293304,0.031090361867177,0.105835881411548,0.53056860213915,0.274891948535187,0.0576132060469373,0.00319092766226103,0.0154686487713781,0.0715663803982155,0.125502109311748,0.156986817427985,0.231080284340262,0.186445043494417,0.16318402039582,0.0385375178807544,0.00803825031715867,0.0902259568318546,0.215728066143603,219.114125514536,5.29150262212918,0.131089437184176,"over",0.612558097,0.542743508,0.688360729
"Justicia schoensis","Justicia","schoensis","Acanthaceae","correct","T",0,1,"VU","T",1,"confident",2400,3,10151,76,0,"absent","absent","absent","absent",0.188501680437826,0.435303424728225,0,0,0.376194894833949,0.0154218290525072,0.0526965232537305,0.492711369449017,0.275227804182424,0.163942474062321,0,0,0.0747803091434141,0.12936310812018,0.143987068804481,0.138751754426352,0.129689647042018,0.191066149616615,0.151134668415147,0.0412272944317924,0.0747803091434141,0.204143417263594,100.752171192486,8.71779788708135,0,"threatened",0.559917978,0.475894692,0.630160785
